ic_id,primary_alias,aliases,decision,evidence_count,clean_candidate,admitted_clean,strict_lemma_seed,typed_sense_seed,resolver_id,longman,ogden,high_frequency,early_aoa,high_concreteness,frequency,age_of_acquisition,concreteness,sense_count,tag_counts,fired_rules,flags
ic:gyroplane,gyroplane,gyroplane,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:gyroscopic,gyroscopic,gyroscopic,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.136932182158717,13.13,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:gyrostabiliser,gyrostabiliser,gyrostabiliser;gyrostabilizer,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:gyrus,gyrus,gyrus,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:haporth,ha'p'orth,ha'p'orth,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hapenny,ha'penny,ha'penny,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haberdasher,haberdasher,haberdasher,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.29183414214446,14.33,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:haberdashery,haberdashery,haberdashery,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.1949241291364032,12.82,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_concreteness
ic:habergeon,habergeon,habergeon,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:habiliment,habiliment,habiliment,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,16.75,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:habilimented,habilimented,habilimented,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:habilitate,habilitate,habilitate,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:habitability,habitability,habitability,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,13.76,2.18,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:habitable,habitable,habitable,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.333226827302685,12.17,2.21,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:habitableness,habitableness,habitableness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:habitant,habitant,habitant,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,10.44,3.59,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:habitation,habitation,habitation,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.3710153881920846,10.65,3.08,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:habited,habited,habited,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:habitual,habitual,habitual,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.7231979063034473,11.53,2.0,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:habitually,habitually,habitually,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.29183414214446,,2.15,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:habituate,habituate,habituate,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,13.65,,2,"{""lexical-word"": 1, ""technical-term"": 1}",r_admit_lexical,missing_concreteness
ic:habituation,habituation,habituation,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.54,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa
ic:habitude,habitude,habitude,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:habitue,habitue,habitue,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:habitus,habitus,habitus,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hacek,hacek,hacek,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hachure,hachure,hachure,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hack,hack,hack,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.932315579114882,11.16,3.1,16,"{""lexical-word"": 16}",r_admit_lexical,
ic:hackamore,hackamore,hackamore,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,12.5,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:hackathon,hackathon,hackathon,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hackberry,hackberry,hackberry,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,14.5,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_concreteness
ic:hackbut,hackbut,hackbut,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hackee,hackee,hackee,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hacker,hacker,hacker,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.3292606400850837,13.39,3.74,3,"{""lexical-word"": 2, ""technical-term"": 1}",r_admit_lexical,
ic:hackles,hackles,hackles,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hackmatack,hackmatack,hackmatack,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hackney,hackney,hackney,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,16.22,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_concreteness
ic:hackneyed,hackneyed,hackneyed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.0699853925281033,14.7,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:hadal,hadal,hadal,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haddock,haddock,haddock,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.3710153881920846,13.0,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_concreteness
ic:hadji,hadji,hadji;hajji,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,17.67,,3,"{""lexical-word"": 3}",r_admit_lexical,missing_concreteness
ic:hadron,hadron,hadron,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hadrosaur,hadrosaur,hadrosaur,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hadrosaurus,hadrosaurus,hadrosaurus,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haecceity,haecceity,haecceity,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haemoproteid,haemoproteid,haemoproteid,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haemosporidian,haemosporidian,haemosporidian,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haft,haft,haft,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hagberry,hagberry,hagberry,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hagbut,hagbut,hagbut,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haggardly,haggardly,haggardly,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,2.0,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:haggis,haggis,haggis,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.882898749170959,15.42,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:haggle,haggle,haggle;higgle,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.87161773876127,12.75,2.93,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:haggler,haggler,haggler,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,3.67,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:haggling,haggling,haggling,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.653561978162053,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hagiographer,hagiographer,hagiographer,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hagiographist,hagiographist,hagiographist,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hagiography,hagiography,hagiography,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hagiolatry,hagiolatry,hagiolatry,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hagiologist,hagiologist,hagiologist,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hagiology,hagiology,hagiology,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hagridden,hagridden,hagridden,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haick,haick,haick,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haik,haik,haik,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haiku,haiku,haiku,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.6897741508164974,11.94,3.58,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:haircare,haircare,haircare,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haircloth,haircloth,haircloth,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haired,haired,haired,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4057774944512964,9.93,3.88,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:hairlessness,hairlessness,hairlessness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,3.7,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa
ic:hairlike,hairlike,hairlike,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hairsbreadth,hairsbreadth,hairsbreadth,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,13.58,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_concreteness
ic:hairsplitter,hairsplitter,hairsplitter,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.79,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:hairsplitting,hairsplitting,hairsplitting,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,12.05,2.07,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:hairspring,hairspring,hairspring,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hairstreak,hairstreak,hairstreak,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hairstyle,hairstyle,hairstyle,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.848136642911747,7.11,3.9,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:hairtail,hairtail,hairtail,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hairweaving,hairweaving,hairweaving,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haji,haji,haji,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.333226827302685,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hake,hake,hake,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,16.2,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_concreteness
ic:hakeem,hakeem,hakeem,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.9908041464804787,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hakim,hakim,hakim,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.848136642911747,13.33,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_concreteness
ic:halal,halal,halal,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,3,"{""lexical-word"": 2, ""technical-term"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halberd,halberd,halberd,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.136932182158717,12.8,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:halberdier,halberdier,halberdier,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haleness,haleness,haleness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haler,haler,haler,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa;missing_concreteness
ic:halfbeak,halfbeak,halfbeak,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halfhearted,halfhearted,halfhearted,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,1.58,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa
ic:halfheartedness,halfheartedness,halfheartedness,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halfpenny,halfpenny,halfpenny,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.8938941334724222,11.07,3.92,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:halfpennyworth,halfpennyworth,halfpennyworth,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halftime,halftime,halftime,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.130683232881715,7.61,2.58,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:halfway,halfway,halfway,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,4.123703916424962,,3.07,4,"{""lexical-word"": 4}",r_admit_lexical,missing_aoa
ic:halibut,halibut,halibut;holibut,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.7231979063034473,12.11,,3,"{""lexical-word"": 3}",r_admit_lexical,missing_concreteness
ic:halite,halite,halite,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halitosis,halitosis,halitosis,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.437962177822698,14.67,3.61,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:halitus,halitus,halitus,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hallelujah,hallelujah,hallelujah,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.970352521184574,,1.67,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:halliard,halliard,halliard,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hallmark,hallmark,hallmark,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.1113780776863287,10.42,2.89,2,"{""lexical-word"": 2}",r_admit_lexical,
ic:halloo,halloo,halloo,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.333226827302685,11.33,,3,"{""lexical-word"": 3}",r_admit_lexical,missing_concreteness
ic:hallow,hallow,hallow,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.29183414214446,10.79,2.23,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:hallowed,hallowed,hallowed,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.3637161494505854,11.22,1.86,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:hallstand,hallstand,hallstand,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hallucinate,hallucinate,hallucinate,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4959541248003845,10.53,2.52,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:hallucinating,hallucinating,hallucinating,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.28746933674201,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:hallucination,hallucination,hallucination,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,3.255621969490015,14.28,2.14,3,"{""lexical-word"": 3}",r_admit_lexical,
ic:hallucinatory,hallucinatory,hallucinatory,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.1949241291364032,14.44,1.88,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:hallucinogen,hallucinogen,hallucinogen,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4057774944512964,13.58,3.16,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:hallucinogenic,hallucinogenic,hallucinogenic,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.547106647247766,14.42,2.76,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:hallucinosis,hallucinosis,hallucinosis,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hallux,hallux,hallux,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.5928641378084412,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa;missing_concreteness
ic:halm,halm,halm,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halma,halma,halma,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halobacter,halobacter,halobacter,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halobacteria,halobacteria,halobacteria,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halocarbon,halocarbon,halocarbon,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:haloperidol,haloperidol,haloperidol,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.2460766515837847,17.57,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:halophil,halophil,halophil;halophile,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halophyte,halophyte,halophyte,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:halt,halt,halt,admit,1,false,false,false,true,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,4.052256625567672,8.11,3.38,8,"{""chemical"": 1, ""lexical-word"": 7}",r_admit_lexical,artifact_reading_present
ic:halting,halting,halting,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.1949241291364032,,2.9,2,"{""lexical-word"": 2}",r_admit_lexical,missing_aoa
ic:haltingly,haltingly,haltingly,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,1.7689553968641223,,2.14,1,"{""lexical-word"": 1}",r_admit_lexical,missing_aoa
ic:halve,halve,halve,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.1949241291364032,7.53,3.81,1,"{""lexical-word"": 1}",r_admit_lexical,
ic:halyard,halyard,halyard,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,2.4057774944512964,16.0,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_concreteness
ic:hamadryad,hamadryad,hamadryad,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,2,"{""lexical-word"": 2}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
ic:hamartia,hamartia,hamartia,admit,1,false,true,false,false,legacy_typed_sense_seed_pre_p2,false,false,false,false,false,,,,1,"{""lexical-word"": 1}",r_admit_lexical,missing_frequency;missing_aoa;missing_concreteness
