sense_key,lemma_or_redacted,pos,gloss_or_elided,gold_lexicality,stratum,notes
oewn-railroad_woman__1.18.00..,railroad woman,n,a female employee of a railroad,phrase,phrase_or_idiom,compositional multiword lemma
oewn-bathtub_gin__1.13.00..,bathtub gin,n,homemade gin especially that made illegally,phrase,phrase_or_idiom,compositional multiword lemma
oewn-water_chestnut__1.20.02..,water chestnut,n,a plant of the genus Trapa bearing spiny four-pronged edible nutlike fruits,phrase,phrase_or_idiom,compositional multiword lemma
oewn-tin_can__1.06.00..,tin can,n,airtight sealed metal container for food or drink or paint etc.,phrase,phrase_or_idiom,compositional multiword lemma
oewn-pants_presser__1.06.00..,pants presser,n,a home appliance in which trousers can be hung and the wrinkles pressed out,phrase,phrase_or_idiom,compositional multiword lemma
oewn-assembly_line__1.06.00..,assembly line,n,mechanical system in a factory whereby an article is conveyed through sites at which successive operations are performed on it,phrase,phrase_or_idiom,compositional multiword lemma
oewn-genus_carthamus__1.20.00..,genus Carthamus,n,safflower,phrase,phrase_or_idiom,compositional multiword lemma
oewn-sir_thomas_stamford_raffles__1.18.00..,Sir Thomas Stamford Raffles,n,British colonial administrator who founded Singapore (1781-1826),phrase,phrase_or_idiom,compositional multiword lemma
oewn-right-hand_woman__1.18.00..,right-hand woman,n,the most helpful female assistant,phrase,phrase_or_idiom,compositional multiword lemma
oewn-inborn_reflex__1.04.00..,inborn reflex,n,an automatic instinctive unlearned reaction to a stimulus,phrase,phrase_or_idiom,compositional multiword lemma
oewn-hans_christian_andersen__1.18.00..,[redacted-offensive-lexicon],n,[gloss elided],phrase,phrase_or_idiom,compositional multiword lemma | OFFENSIVE-REDACTED
oewn-mass_hysteria__1.26.00..,mass hysteria,n,a condition in which a large group of people exhibit the same state of violent mental agitation,phrase,phrase_or_idiom,compositional multiword lemma
oewn-come_across__2.40.02..,come across,v,find unexpectedly,phrase,phrase_or_idiom,compositional multiword lemma
oewn-passive_transport__1.22.00..,passive transport,n,transport of a substance across a cell membrane by diffusion; expenditure of energy is not required,phrase,phrase_or_idiom,compositional multiword lemma
oewn-winter_melon__1.13.00..,[redacted-offensive-lexicon],n,[gloss elided],phrase,phrase_or_idiom,compositional multiword lemma | OFFENSIVE-REDACTED
oewn-painted_sandgrouse__1.05.00..,painted sandgrouse,n,sandgrouse of India,phrase,phrase_or_idiom,compositional multiword lemma
oewn-yellow_squash__1.20.00..,yellow squash,n,any of various squash plants grown for their yellow fruits with somewhat elongated necks,phrase,phrase_or_idiom,compositional multiword lemma
oewn-close_off__2.35.00..,close off,v,block off the passage through,phrase,phrase_or_idiom,compositional multiword lemma
oewn-genus_robinia__1.20.00..,genus Robinia,n,deciduous flowering trees and shrubs,phrase,phrase_or_idiom,compositional multiword lemma
oewn-midsummer_eve__1.28.00..,Midsummer Eve,n,the night before Midsummer Day,phrase,phrase_or_idiom,compositional multiword lemma
oewn-potato_salad__1.13.00..,potato salad,n,any of various salads having chopped potatoes as the base,phrase,phrase_or_idiom,compositional multiword lemma
oewn-writ_of_prohibition__1.10.00..,writ of prohibition,n,a judicial writ from a higher court ordering a lower court not to exercise jurisdiction in a particular case,phrase,phrase_or_idiom,compositional multiword lemma
oewn-genus_campanula__1.20.00..,genus Campanula,n,large genus of herbs grown for their blossoms: bellflowers,phrase,phrase_or_idiom,compositional multiword lemma
oewn-object_program__1.10.00..,object program,n,a fully compiled or assembled program ready to be loaded into the computer,phrase,phrase_or_idiom,compositional multiword lemma
oewn-round-eyed__5.00.00.naive.00,round-eyed,a,exhibiting childlike simplicity and credulity,phrase,phrase_or_idiom,compositional multiword lemma
oewn-cut-and-dried__5.00.00.ordinary.00,cut-and-dried,a,according to ordinary expectations,phrase,phrase_or_idiom,compositional multiword lemma
oewn-malignant_neuroma__1.26.00..,malignant neuroma,n,a malignant neoplasm of nerve tissue and fibrous tissue and connective tissue,phrase,phrase_or_idiom,compositional multiword lemma
oewn-underwater_diver__1.18.00..,underwater diver,n,someone who works underwater,phrase,phrase_or_idiom,compositional multiword lemma
oewn-william_le_baron_jenny__1.18.00..,William Le Baron Jenny,n,United States architect who designed the first skyscraper in which a metal skeleton was used (1832-1907),phrase,phrase_or_idiom,compositional multiword lemma
oewn-fade_away__2.30.00..,fade away,v,grow less and less substantial until it disappears,phrase,phrase_or_idiom,compositional multiword lemma
oewn-muscle_cell__1.08.00..,muscle cell,n,an elongated contractile cell that forms the muscles of the body,phrase,phrase_or_idiom,compositional multiword lemma
oewn-donner_pass__1.17.00..,Donner Pass,n,a mountain pass in northeastern California near Lake Tahoe; site where in 1844 some members of an emigrant party survived by eating those who had died,phrase,phrase_or_idiom,compositional multiword lemma
oewn-in_all__4.02.00..,in all,r,with everything included or counted,phrase,phrase_or_idiom,compositional multiword lemma
oewn-mary_godwin_wollstonecraft_shelley__1.18.00..,Mary Godwin Wollstonecraft Shelley,n,English writer who created Frankenstein's monster and married Percy Bysshe Shelley (1797-1851),phrase,phrase_or_idiom,compositional multiword lemma
oewn-newsstand_operator__1.18.00..,newsstand operator,n,someone who sells newspapers,phrase,phrase_or_idiom,compositional multiword lemma
oewn-wilhelm_karl_grimm__1.18.00..,[redacted-offensive-lexicon],n,[gloss elided],phrase,phrase_or_idiom,compositional multiword lemma | OFFENSIVE-REDACTED
oewn-old_catholic__1.18.00..,Old Catholic,n,a member of the church formed in the 19th century by German Catholics who refused to accept the infallibility of the Pope,phrase,phrase_or_idiom,compositional multiword lemma
oewn-ninepin_ball__1.06.00..,ninepin ball,n,ball used to knock down ninepins,phrase,phrase_or_idiom,compositional multiword lemma
oewn-donato_bramante__1.18.00..,Donato Bramante,n,great Italian architect of the High Renaissance in Italy (1444-1514),phrase,phrase_or_idiom,compositional multiword lemma
oewn-admiralty_metal__1.27.00..,Admiralty Metal,n,alpha-beta brass containing tin; resistant to sea water; Admiralty Metal is a trademark,phrase,phrase_or_idiom,compositional multiword lemma
oewn-martha-ap-s_vineyard__1.15.00..,Martha's Vineyard,n,an island summer resort off of Cape Cod,phrase,phrase_or_idiom,compositional multiword lemma
oewn-capital_of_luxembourg__1.15.00..,capital of Luxembourg,n,the capital and largest city of Luxembourg,phrase,phrase_or_idiom,compositional multiword lemma
oewn-rose_periwinkle__1.20.00..,rose periwinkle,n,commonly cultivated Old World woody herb having large pinkish to red flowers,phrase,phrase_or_idiom,compositional multiword lemma
oewn-perk_up__2.29.00..,perk up,v,gain or regain energy,phrase,phrase_or_idiom,compositional multiword lemma
oewn-in_the_lead__5.00.00.up.00,in the lead,a,having the leading position or higher score in a contest,phrase,phrase_or_idiom,compositional multiword lemma
oewn-nelson_algren__1.18.00..,Nelson Algren,n,United States writer (1909-1981),phrase,phrase_or_idiom,compositional multiword lemma
oewn-tidal_wave__1.11.01..,tidal wave,n,an unusual (and often destructive) rise of water along the seashore caused by a storm or a combination of wind and high tide,phrase,phrase_or_idiom,compositional multiword lemma
oewn-hard_sell__1.04.00..,hard sell,n,forceful and insistent advertising,phrase,phrase_or_idiom,compositional multiword lemma
oewn-minnie_bush__1.20.00..,minnie bush,n,low shrub of the eastern United States with downy twigs,phrase,phrase_or_idiom,compositional multiword lemma
oewn-subacute_inclusion_body_encephalitis__1.26.00..,subacute inclusion body encephalitis,n,a rare chronic progressive encephalitis caused by the measles virus and occurring primarily in children and young adults; death usually occurs within three years; characterized by primary measles infection before the age of two years,phrase,phrase_or_idiom,compositional multiword lemma
oewn-fixed_costs__1.21.00..,fixed costs,n,a periodic charge that does not vary with business volume (as insurance or rent or mortgage payments etc.),phrase,phrase_or_idiom,compositional multiword lemma
oewn-genus_himantopus__1.05.00..,genus Himantopus,n,major one of two genera of stilts; similar to avocets but with straight bills,phrase,phrase_or_idiom,compositional multiword lemma
oewn-real_presence__1.10.00..,real presence,n,(Christianity) the Christian doctrine that the body of Christ is actually present in the Eucharist,phrase,phrase_or_idiom,compositional multiword lemma
oewn-non-flowering_plant__1.20.00..,non-flowering plant,n,a plant that does not bear flowers,phrase,phrase_or_idiom,compositional multiword lemma
oewn-beyond_measure__4.02.00..,beyond measure,r,in excess or without limit,phrase,phrase_or_idiom,compositional multiword lemma
oewn-vena_basilica__1.08.00..,vena basilica,n,a vein that drains the back of the hand and forearm and empties into the axillary vein,phrase,phrase_or_idiom,compositional multiword lemma
oewn-sword_fern__1.20.00..,sword fern,n,any of several tropical ferns having more or less sword-shaped fronds including one from which the Boston fern developed,phrase,phrase_or_idiom,compositional multiword lemma
oewn-musket_rest__1.06.01..,musket rest,n,"A forked pole, about four feet in length, used as a support for muskets.",phrase,phrase_or_idiom,compositional multiword lemma
oewn-mammillary_body__1.08.00..,mammillary body,n,one of two small round structures on the undersurface of the brain that form the terminals of the anterior arches of the fornix,phrase,phrase_or_idiom,compositional multiword lemma
oewn-computerized_tomography__1.04.00..,computerized tomography,n,a method of examining body organs by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis,phrase,phrase_or_idiom,compositional multiword lemma
oewn-divan_bed__1.06.00..,divan bed,n,an armless couch; a seat by day and a bed by night,phrase,phrase_or_idiom,compositional multiword lemma
oewn-square_millimetre__1.23.01..,square millimetre,n,a unit of area measurement equivalent to 1 millimeter in length multiplied by 1 millimeter in width.,phrase,phrase_or_idiom,compositional multiword lemma
oewn-drag_down__2.35.00..,drag down,v,exert a force with a heavy weight,phrase,phrase_or_idiom,compositional multiword lemma
oewn-black_marketeer__1.18.00..,black marketeer,n,someone who engages illegally in trade in scarce or controlled commodities,phrase,phrase_or_idiom,compositional multiword lemma
oewn-pleural_space__1.08.00..,pleural space,n,the small potential space between the parietal and visceral layers of the pleura,phrase,phrase_or_idiom,compositional multiword lemma
oewn-zoom_along__2.38.00..,zoom along,v,move along very quickly,phrase,phrase_or_idiom,compositional multiword lemma
oewn-genus_pleurosorus__1.20.00..,genus Pleurosorus,n,small genus comprising terrestrial ferns; found in Chile and Spain and Morocco and Australia and New Zealand,phrase,phrase_or_idiom,compositional multiword lemma
oewn-pipeline_company__1.14.00..,pipeline company,n,a company that operates oil pipelines for the oil industry,phrase,phrase_or_idiom,compositional multiword lemma
oewn-kin_group__1.14.00..,kin group,n,group of people related by blood or marriage,phrase,phrase_or_idiom,compositional multiword lemma
oewn-defense_system__1.06.00..,defense system,n,the weaponry available for the defense of a region,phrase,phrase_or_idiom,compositional multiword lemma
oewn-genetic_profiling__1.04.00..,genetic profiling,n,the procedure of analyzing the DNA in samples of a person's body tissue or body fluid for the purpose of identification,phrase,phrase_or_idiom,compositional multiword lemma
oewn-touch_modality__1.09.00..,touch modality,n,the faculty by which external objects or forces are perceived through contact with the body (especially the hands),phrase,phrase_or_idiom,compositional multiword lemma
oewn-henry_miller__1.18.00..,Henry Miller,n,United States novelist whose novels were originally banned as pornographic (1891-1980),phrase,phrase_or_idiom,compositional multiword lemma
oewn-genus_digitaria__1.20.00..,genus Digitaria,n,crab grass; finger grass,phrase,phrase_or_idiom,compositional multiword lemma
oewn-railroad_engineer__1.18.00..,railroad engineer,n,the operator of a railway locomotive,phrase,phrase_or_idiom,compositional multiword lemma
oewn-vanity_fair__1.07.00..,vanity fair,n,a vain and frivolous lifestyle especially in large cities,phrase,phrase_or_idiom,compositional multiword lemma
oewn-crown-of-the-field__1.20.00..,crown-of-the-field,n,European annual having large trumpet-shaped reddish-purple flowers and poisonous seed; a common weed in grainfields and beside roadways; naturalized in America,phrase,phrase_or_idiom,compositional multiword lemma
oewn-kick_around__2.32.00..,kick around,v,discuss lightly,phrase,phrase_or_idiom,compositional multiword lemma
oewn-chuck_out__2.40.00..,chuck out,v,throw or cast away,phrase,phrase_or_idiom,compositional multiword lemma
oewn-root_beer__1.13.00..,root beer,n,carbonated drink containing extracts of roots and herbs,phrase,phrase_or_idiom,compositional multiword lemma
oewn-genus_crocus__1.20.00..,genus Crocus,n,"a monocotyledonous genus of the family Iridaceae, comprising 90 species of perennials growing from corms (Crocus)",phrase,phrase_or_idiom,compositional multiword lemma
oewn-masterpiece__1.04.00..,masterpiece,n,an outstanding achievement,lexical-word,ordinary,ordinary content word (default)
oewn-reface__2.35.01..,reface,v,provide with a new facing,lexical-word,ordinary,ordinary content word (default)
oewn-profundity__1.09.00..,profundity,n,the intellectual ability to penetrate deeply into ideas,lexical-word,ordinary,ordinary content word (default)
oewn-suffering__1.26.01..,suffering,n,misery resulting from affliction,lexical-word,ordinary,ordinary content word (default)
oewn-potted__5.00.00.preserved.02,potted,a,preserved in a pot or can or jar,lexical-word,ordinary,ordinary content word (default)
oewn-plump__2.38.01..,plump,v,drop sharply,lexical-word,ordinary,ordinary content word (default)
oewn-liquidize__2.30.00..,liquidize,v,"make (a solid substance) liquid, as by heating",lexical-word,ordinary,ordinary content word (default)
oewn-czar__1.18.00..,czar,n,a person having great power,lexical-word,ordinary,ordinary content word (default)
oewn-glossodynia__1.26.00..,glossodynia,n,pain in the tongue,lexical-word,ordinary,ordinary content word (default)
oewn-target__1.10.00..,target,n,a reference point to shoot at,lexical-word,ordinary,ordinary content word (default)
oewn-chocolate__1.13.02..,chocolate,n,a beverage made from cocoa powder and milk and sugar; usually drunk hot,lexical-word,ordinary,ordinary content word (default)
oewn-variation__1.25.00..,variation,n,the angle (at a particular location) between magnetic north and true north,lexical-word,ordinary,ordinary content word (default)
oewn-belly__1.25.00..,belly,n,a part that bulges deeply,lexical-word,ordinary,ordinary content word (default)
oewn-recall__2.32.00..,recall,v,go back to something earlier,lexical-word,ordinary,ordinary content word (default)
oewn-overcrop__2.36.00..,overcrop,v,to exhaust by excessive cultivation,lexical-word,ordinary,ordinary content word (default)
oewn-proposal__1.10.02..,proposal,n,an offer of marriage,lexical-word,ordinary,ordinary content word (default)
oewn-scramasax__1.06.01..,scramasax,n,A single-edged knife or sword used by the Anglo-Saxons for fighting and hunting.,lexical-word,ordinary,ordinary content word (default)
oewn-change__2.30.02..,change,v,"become different in some particular way, without permanently losing one's or its former characteristics or essence",lexical-word,ordinary,ordinary content word (default)
oewn-loft__1.06.01..,loft,n,a raised shelter in which pigeons are kept,lexical-word,ordinary,ordinary content word (default)
oewn-sectarian__1.18.00..,sectarian,n,a member of a sect,lexical-word,ordinary,ordinary content word (default)
oewn-cheerio__1.10.00..,cheerio,n,a farewell remark,lexical-word,ordinary,ordinary content word (default)
oewn-fishmonger__1.18.00..,fishmonger,n,someone who sells fish,lexical-word,ordinary,ordinary content word (default)
oewn-scansion__1.10.00..,scansion,n,analysis of verse into metrical patterns,lexical-word,ordinary,ordinary content word (default)
oewn-parental__3.01.00..,parental,a,designating the generation of organisms from which hybrid offspring are produced,lexical-word,ordinary,ordinary content word (default)
oewn-drugless__5.00.00.healthful.00,drugless,a,without the use of drugs,lexical-word,ordinary,ordinary content word (default)
oewn-shirker__1.18.00..,shirker,n,a person who shirks their work or duty (especially one who tries to evade military service in wartime),lexical-word,ordinary,ordinary content word (default)
oewn-celerity__1.07.00..,celerity,n,a rate that is rapid,lexical-word,ordinary,ordinary content word (default)
oewn-barefoot__4.02.00..,barefoot,r,without shoes on,lexical-word,ordinary,ordinary content word (default)
oewn-paper__1.14.00..,paper,n,a business firm that publishes newspapers,lexical-word,ordinary,ordinary content word (default)
oewn-ball__2.42.01..,ball,v,to live very well,lexical-word,ordinary,ordinary content word (default)
oewn-precipitation__1.07.00..,precipitation,n,an unexpected acceleration or hastening,lexical-word,ordinary,ordinary content word (default)
oewn-smutty__5.00.00.dirty.02,smutty,a,characterized by obscenity,lexical-word,ordinary,ordinary content word (default)
oewn-insufficiently__4.02.00..,insufficiently,r,to an insufficient degree,lexical-word,ordinary,ordinary content word (default)
oewn-living__1.14.00..,living,n,people who are still living,lexical-word,ordinary,ordinary content word (default)
oewn-slack__5.00.00.negligent.00,slack,a,lacking in rigor or strictness,lexical-word,ordinary,ordinary content word (default)
oewn-lamentably__4.02.00..,lamentably,r,in an unfortunate or deplorable manner,lexical-word,ordinary,ordinary content word (default)
oewn-purportedly__4.02.01..,purportedly,r,believed or reputed to be the case,lexical-word,ordinary,ordinary content word (default)
oewn-enlighten__2.32.01..,enlighten,v,give spiritual insight to; in religion,lexical-word,ordinary,ordinary content word (default)
oewn-compulsive__5.00.00.ambitious.00,compulsive,a,strongly motivated to succeed,lexical-word,ordinary,ordinary content word (default)
oewn-bracer__1.06.01..,bracer,n,a protective covering for the wrist or arm that is used in archery and fencing and other sports,lexical-word,ordinary,ordinary content word (default)
oewn-sift__2.35.02..,sift,v,check and sort carefully,lexical-word,ordinary,ordinary content word (default)
oewn-lamia__1.18.00..,lamia,n,(folklore) a corpse that rises at night to drink the blood of the living,lexical-word,ordinary,ordinary content word (default)
oewn-whoosh__2.38.02..,whoosh,v,move with a sibilant sound,lexical-word,ordinary,ordinary content word (default)
oewn-gravidation__1.26.00..,gravidation,n,technical terms for pregnancy,lexical-word,ordinary,ordinary content word (default)
oewn-acetylenic__3.01.00..,acetylenic,a,of or related to acetylene,lexical-word,ordinary,ordinary content word (default)
oewn-introduction__1.10.03..,introduction,n,a new proposal,lexical-word,ordinary,ordinary content word (default)
oewn-bagasse__1.27.00..,bagasse,n,the dry dusty pulp that remains after juice is extracted from sugar cane or similar plants,lexical-word,ordinary,ordinary content word (default)
oewn-speculative__5.00.00.curious.00,speculative,a,showing curiosity,lexical-word,ordinary,ordinary content word (default)
oewn-agent__1.27.00..,agent,n,a substance that exerts some force or effect,lexical-word,ordinary,ordinary content word (default)
oewn-religiousness__1.07.01..,religiousness,n,the quality of being extremely conscientious,lexical-word,ordinary,ordinary content word (default)
oewn-bromide__1.10.00..,bromide,n,a trite or obvious remark,lexical-word,ordinary,ordinary content word (default)
oewn-illustration__1.09.02..,illustration,n,an item of information that is typical of a class or group,lexical-word,ordinary,ordinary content word (default)
oewn-wicked__5.00.00.intense.00,wicked,a,intensely or extremely bad or unpleasant in degree or quality,lexical-word,ordinary,ordinary content word (default)
oewn-strewing__1.04.00..,strewing,n,the act of scattering,lexical-word,ordinary,ordinary content word (default)
oewn-pillowcase__1.06.00..,pillowcase,n,bed linen consisting of a cover for a pillow,lexical-word,ordinary,ordinary content word (default)
oewn-autobahn__1.06.00..,autobahn,n,an expressway in a German-speaking country,lexical-word,ordinary,ordinary content word (default)
oewn-preempt__2.40.00..,preempt,v,acquire for oneself before others can do so,lexical-word,ordinary,ordinary content word (default)
oewn-extirpable__5.00.00.eradicable.00,extirpable,a,capable of being totally destroyed or wiped out,lexical-word,ordinary,ordinary content word (default)
oewn-imperfective__1.24.00..,imperfective,n,aspect without regard to the beginning or completion of the action of the verb,lexical-word,ordinary,ordinary content word (default)
oewn-palate__1.08.00..,palate,n,the upper surface of the mouth that separates the oral and nasal cavities,lexical-word,ordinary,ordinary content word (default)
oewn-papyrus__1.27.00..,papyrus,n,paper made from the papyrus plant by cutting it in strips and pressing it flat; used by ancient Egyptians and Greeks and Romans,lexical-word,ordinary,ordinary content word (default)
oewn-educational__5.00.00.instructive.00,educational,a,providing knowledge,lexical-word,ordinary,ordinary content word (default)
oewn-housemaid__1.18.00..,housemaid,n,a female domestic,lexical-word,ordinary,ordinary content word (default)
oewn-forfeit__1.21.00..,forfeit,n,a penalty for a fault or mistake that involves losing or giving up something,lexical-word,ordinary,ordinary content word (default)
oewn-jury__1.14.01..,jury,n,a committee appointed to judge a competition,lexical-word,ordinary,ordinary content word (default)
oewn-tachymeter__1.06.00..,tachymeter,n,a theodolite designed for rapid measurements,lexical-word,ordinary,ordinary content word (default)
oewn-emaciate__2.30.01..,emaciate,v,cause to grow thin or weak,lexical-word,ordinary,ordinary content word (default)
oewn-overhead__1.06.01..,overhead,n,a transparency for use with an overhead projector,lexical-word,ordinary,ordinary content word (default)
oewn-calorimetric__3.01.00..,calorimetric,a,of or relating to the measurement of heat,lexical-word,ordinary,ordinary content word (default)
oewn-suntanned__5.00.00.brunet.00,suntanned,a,(of skin) having a tan color from exposure to the sun,lexical-word,ordinary,ordinary content word (default)
oewn-nonintegrated__3.00.00..,nonintegrated,a,not integrated; not taken into or made a part of a whole,lexical-word,ordinary,ordinary content word (default)
oewn-deficient__5.00.00.inadequate.00,deficient,a,inadequate in amount or degree,lexical-word,ordinary,ordinary content word (default)
oewn-dotrel__1.05.00..,dotrel,n,rare plover of upland areas of Eurasia,lexical-word,ordinary,ordinary content word (default)
oewn-kicker__1.18.00..,kicker,n,a player who kicks the football,lexical-word,ordinary,ordinary content word (default)
oewn-environs__1.15.00..,environs,n,the area in which something exists or lives,lexical-word,ordinary,ordinary content word (default)
oewn-dump__2.38.01..,dump,v,fall abruptly,lexical-word,ordinary,ordinary content word (default)
oewn-haggler__1.18.00..,haggler,n,an intense bargainer,lexical-word,ordinary,ordinary content word (default)
oewn-glass__2.35.00..,glass,v,enclose with glass,lexical-word,ordinary,ordinary content word (default)
oewn-teaser__1.06.01..,teaser,n,a device for teasing wool,lexical-word,ordinary,ordinary content word (default)
oewn-spit__2.32.00..,spit,v,utter with anger or contempt,lexical-word,ordinary,ordinary content word (default)
oewn-encounter__1.11.00..,encounter,n,a casual or unexpected convergence,lexical-word,ordinary,ordinary content word (default)
oewn-percussive__3.01.00..,percussive,a,involving percussion or featuring percussive instruments,lexical-word,ordinary,ordinary content word (default)
oewn-construal__1.10.00..,construal,n,an interpretation of the meaning of something; the act of construing,lexical-word,ordinary,ordinary content word (default)
oewn-spectator__1.18.00..,spectator,n,a close observer; someone who looks at something (such as an exhibition of some kind),lexical-word,ordinary,ordinary content word (default)
oewn-unexpansive__3.00.00..,unexpansive,a,showing no tendency to expand,lexical-word,ordinary,ordinary content word (default)
oewn-watermark__1.10.00..,watermark,n,a distinguishing mark impressed on paper during manufacture; visible when paper is held up to the light,lexical-word,ordinary,ordinary content word (default)
oewn-outsmart__2.33.01..,outsmart,v,defeat by more skillful maneuvering,lexical-word,ordinary,ordinary content word (default)
oewn-direct__2.33.01..,direct,v,intend (something) to move towards a certain goal,lexical-word,ordinary,ordinary content word (default)
oewn-reliability__1.07.00..,reliability,n,the quality of being dependable or reliable,lexical-word,ordinary,ordinary content word (default)
oewn-unfeasibility__1.07.00..,unfeasibility,n,the quality of not being doable,lexical-word,ordinary,ordinary content word (default)
oewn-buffer__1.06.04..,buffer,n,an implement consisting of soft material mounted on a block; used for polishing (as in manicuring),lexical-word,ordinary,ordinary content word (default)
oewn-equaliser__1.06.00..,equaliser,n,a weight that balances another weight,lexical-word,ordinary,ordinary content word (default)
oewn-dibucaine__1.06.00..,dibucaine,n,a local anesthetic that is administered by injection,lexical-word,ordinary,ordinary content word (default)
oewn-digging__1.04.00..,digging,n,the act of digging,lexical-word,ordinary,ordinary content word (default)
oewn-settlement__1.15.00..,settlement,n,an area where a group of families live together,lexical-word,ordinary,ordinary content word (default)
oewn-translucency__1.07.00..,translucency,n,the quality of allowing light to pass diffusely,lexical-word,ordinary,ordinary content word (default)
oewn-pteridophyte__1.20.00..,pteridophyte,n,plants having vascular tissue and reproducing by spores,lexical-word,ordinary,ordinary content word (default)
oewn-congressional__3.01.00..,congressional,a,of or relating to congress,lexical-word,ordinary,ordinary content word (default)
oewn-whimsy__1.09.00..,whimsy,n,an odd or fanciful or capricious idea,lexical-word,ordinary,ordinary content word (default)
oewn-post__1.14.00..,post,n,any particular collection of letters or packages that is delivered,lexical-word,ordinary,ordinary content word (default)
oewn-gallery__1.06.02..,gallery,n,a covered corridor (especially one extending along the wall of a building and supported with arches or columns),lexical-word,ordinary,ordinary content word (default)
oewn-quira__1.20.01..,quira,n,any of several tropical American trees some yielding economically important timber,lexical-word,ordinary,ordinary content word (default)
oewn-whacking__1.04.00..,whacking,n,the act of inflicting corporal punishment with repeated blows,lexical-word,ordinary,ordinary content word (default)
oewn-dependent__3.00.02..,dependent,a,(of a clause) unable to stand alone syntactically as a complete sentence,lexical-word,ordinary,ordinary content word (default)
oewn-skirmisher__1.18.00..,skirmisher,n,"someone who skirmishes (e.g., as a member of a scouting party)",lexical-word,ordinary,ordinary content word (default)
oewn-guard__1.18.01..,guard,n,the person who lines up between the center and the tackles on the offensive line of a football team on the line of scrimmage,lexical-word,ordinary,ordinary content word (default)
oewn-plot__2.31.00..,plot,v,"plan secretly, usually something illegal",lexical-word,ordinary,ordinary content word (default)
oewn-balloon__1.06.00..,balloon,n,large tough nonrigid bag filled with gas or heated air,lexical-word,ordinary,ordinary content word (default)
oewn-earlobe__1.08.00..,earlobe,n,the fleshy pendulous part of the external human ear,lexical-word,ordinary,ordinary content word (default)
oewn-smudge__1.11.00..,smudge,n,a smoky fire to drive away insects,lexical-word,ordinary,ordinary content word (default)
oewn-fauvism__1.14.00..,fauvism,n,an art movement launched in 1905 whose work was characterized by bright and nonnatural colors and simple forms; influenced the expressionists,lexical-word,ordinary,ordinary content word (default)
oewn-protanopic__5.00.00.blind.00,protanopic,a,inability to see the color red or to distinguish red and bluish-green,lexical-word,ordinary,ordinary content word (default)
oewn-herbivore__1.05.00..,herbivore,n,any animal that feeds chiefly on grass and other plants,lexical-word,ordinary,ordinary content word (default)
oewn-python__1.05.00..,python,n,large Old World boas,lexical-word,ordinary,ordinary content word (default)
oewn-divert__2.40.00..,divert,v,"withdraw (money) and move into a different location, often secretly and with dishonest intentions",lexical-word,ordinary,ordinary content word (default)
oewn-episodic__5.00.00.divided.00,episodic,a,of writing or narration; divided into or composed of episodes,lexical-word,ordinary,ordinary content word (default)
oewn-cause__1.03.00..,cause,n,any entity that produces an effect or is responsible for events or results,lexical-word,ordinary,ordinary content word (default)
oewn-standing__1.10.00..,standing,n,an ordered listing of scores or results showing the relative positions of competitors (individuals or teams) in a sporting event,lexical-word,ordinary,ordinary content word (default)
oewn-pitfall__1.06.00..,pitfall,n,a trap in the form of a concealed hole,lexical-word,ordinary,ordinary content word (default)
oewn-solfege__1.04.01..,solfege,n,singing using solfa syllables to denote the notes of the scale of C major,lexical-word,ordinary,ordinary content word (default)
oewn-manoeuver__2.33.00..,manoeuver,v,perform a movement in military or naval tactics in order to secure an advantage in attack or defense,lexical-word,ordinary,ordinary content word (default)
oewn-alliterative__5.00.00.rhymed.00,alliterative,a,having the same consonant at the beginning of each stressed syllable,lexical-word,ordinary,ordinary content word (default)
oewn-bryanthus__1.20.00..,bryanthus,n,procumbent Old World mat-forming evergreen shrub with racemes of pinkish-white flowers,lexical-word,ordinary,ordinary content word (default)
oewn-comforter__1.06.00..,comforter,n,bedding made of two layers of cloth filled with stuffing and stitched together,lexical-word,ordinary,ordinary content word (default)
oewn-loyalty__1.12.00..,loyalty,n,feelings of allegiance,lexical-word,ordinary,ordinary content word (default)
oewn-gentrification__1.04.00..,gentrification,n,the restoration of run-down urban areas by the middle class (resulting in the displacement of low-income residents),lexical-word,ordinary,ordinary content word (default)
oewn-wherry__1.06.01..,wherry,n,light rowboat for use in racing or for transporting goods and passengers in inland waters and harbors,lexical-word,ordinary,ordinary content word (default)
oewn-totalizator__1.06.00..,totalizator,n,computer that registers bets and divides the total amount bet among those who won,lexical-word,ordinary,ordinary content word (default)
oewn-pedal__3.01.00..,pedal,a,of or relating to the feet,lexical-word,ordinary,ordinary content word (default)
oewn-acellular__3.00.00..,acellular,a,not made up of or divided into cells,lexical-word,ordinary,ordinary content word (default)
oewn-tenderly__4.02.00..,tenderly,r,with tenderness; in a tender manner,lexical-word,ordinary,ordinary content word (default)
oewn-godson__1.18.00..,godson,n,a male godchild,lexical-word,ordinary,ordinary content word (default)
oewn-suck__2.35.00..,suck,v,"take in, also metaphorically",lexical-word,ordinary,ordinary content word (default)
oewn-arbiter__1.18.00..,arbiter,n,someone chosen to judge and decide a disputed issue,lexical-word,ordinary,ordinary content word (default)
oewn-skinful__1.23.00..,skinful,n,a quantity of alcoholic drink sufficient to make you drunk,lexical-word,ordinary,ordinary content word (default)
