node_id,lemma,pos,surface_word,gloss,component,is_seed,seed_method,candidate_seed_id,layer,degree_score,outdegree,indegree,frequency,age_of_acquisition,concreteness,source_label
clethraceae::n,clethraceae,n,clethraceae,coextensive with the genus Clethra,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,2,2,,,,clethraceae [n] :: coextensive with the genus Clethra
ecclesiastical_calendar::n,ecclesiastical_calendar,n,ecclesiastical calendar,a calendar of the Christian year indicating the dates of fasts and fe...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,2,2,,,,ecclesiastical_calendar [n] :: a calendar of the Christian year indicating the dates of fasts and fe...
go_board::n,go_board,n,go board,a board used for playing go,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,1,3,,,,go_board [n] :: a board used for playing go
inside_out::a,inside_out,a,inside out,with the inside surface on the outside,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,1,3,,,4.27,inside_out [a] :: with the inside surface on the outside
mathematical_statement::n,mathematical_statement,n,mathematical statement,a statement of a mathematical relation,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,2,2,,,,mathematical_statement [n] :: a statement of a mathematical relation
ophioglossales::n,ophioglossales,n,ophioglossales,coextensive with the family Ophioglossaceae,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,2,2,,,,ophioglossales [n] :: coextensive with the family Ophioglossaceae
oversolicitous::a,oversolicitous,a,oversolicitous,excessively solicitous,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,2,2,,,,oversolicitous [a] :: excessively solicitous
relative_pronoun::n,relative_pronoun,n,relative pronoun,a pronoun (as ‘that’ or ‘which’ or ‘who’) that introduces a relative...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,1,3,,,,relative_pronoun [n] :: a pronoun (as ‘that’ or ‘which’ or ‘who’) that introduces a relative...
subfamily_sylviinae::n,subfamily_sylviinae,n,subfamily sylviinae,alternative classification for the Old World warblers,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,2,2,,,,subfamily_sylviinae [n] :: alternative classification for the Old World warblers
sustentacular::a,sustentacular,a,sustentacular,serving to sustain or support,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,4,2,2,,,,sustentacular [a] :: serving to sustain or support
commissioned_military_officer::n,commissioned_military_officer,n,commissioned military officer,a commissioned officer in the Army or Air Force or Marine Corps,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,3,2,1,,,,commissioned_military_officer [n] :: a commissioned officer in the Army or Air Force or Marine Corps
favorable_reception::n,favorable_reception,n,favorable reception,acceptance as satisfactory,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,3,1,2,,,,favorable_reception [n] :: acceptance as satisfactory
stirrup_shaped::a,stirrup_shaped,a,stirrup shaped,shaped in the form of a stirrup,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,3,1,2,,,,stirrup_shaped [a] :: shaped in the form of a stirrup
sinuously::r,sinuously,r,sinuously,in a sinuous manner,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,5,2,1,1,,,,sinuously [r] :: in a sinuous manner
know::v,know,v,know,be cognizant or aware of a fact or a specific piece of information; p...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,15,8,7,6.756891150525021,4.5,1.68,know [v] :: be cognizant or aware of a fact or a specific piece of information; p...
us::n,us,n,us,North American republic containing 50 states - 48 conterminous states...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,36,30,6,6.228744801154089,4.18623,3.59,us [n] :: North American republic containing 50 states - 48 conterminous states...
help::n,help,n,help,the activity of contributing to the fulfillment of a need or furthera...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,83,76,7,5.963728665708805,3.65,2.56,help [n] :: the activity of contributing to the fulfillment of a need or furthera...
new::r,new,r,new,very recently,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,4,2,2,5.859025250027843,4.72,2.81,new [r] :: very recently
last::r,last,r,last,most recently,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,6,4,2,5.858613278485652,4.346085,3.04,last [r] :: most recently
hear::v,hear,v,hear,perceive (sound) via the auditory sense,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,26,23,3,5.743988727859123,3.8,3.66,hear [v] :: perceive (sound) via the auditory sense
ask::v,ask,v,ask,make a request or demand for something to somebody,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,30,27,3,5.683492470866935,2.89,2.52,ask [v] :: make a request or demand for something to somebody
best::a,best,a,best,(superlative of ‘good’) having the most positive qualities,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,16,12,4,5.6062070421537875,4.090317000000001,1.6,best [a] :: (superlative of ‘good’) having the most positive qualities
few::n,few,n,few,a small elite group,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,136,134,2,5.47918562436792,5.997920000000001,2.48,few [n] :: a small elite group
deal::n,deal,n,deal,a particular instance of buying or selling,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,30,27,3,5.416696870567517,6.0,3.1,deal [n] :: a particular instance of buying or selling
mine::v,mine,v,mine,get from the earth by excavation,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,5,2,3,5.399078039723435,4.239515000000001,3.56,mine [v] :: get from the earth by excavation
fire::v,fire,v,fire,start firing a weapon,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,18,15,3,5.332871350011488,3.25,4.68,fire [v] :: start firing a weapon
buy::v,buy,v,buy,obtain by purchase; acquire by means of a financial transaction,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,12,6,6,5.283724446080485,5.56,3.35,buy [v] :: obtain by purchase; acquire by means of a financial transaction
sister::n,sister,n,sister,(Roman Catholic Church) a title given to a nun (and used as a form of...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,47,42,5,5.255999452766195,3.68,4.0,sister [n] :: (Roman Catholic Church) a title given to a nun (and used as a form of...
street::n,street,n,street,a thoroughfare (usually including sidewalks) that is lined with build...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,114,112,2,5.170241029725456,4.58,4.75,street [n] :: a thoroughfare (usually including sidewalks) that is lined with build...
top::v,top,v,top,be superior or better than some standard,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,11,10,1,5.12472608690425,3.89,3.93,top [v] :: be superior or better than some standard
beat::v,beat,v,beat,"come out better in a competition, race, or conflict",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,32,27,5,5.119009490443153,6.15,3.97,"beat [v] :: come out better in a competition, race, or conflict"
beat::a,beat,a,beat,very tired,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,6,4,2,5.119009490443153,6.15,3.97,beat [a] :: very tired
throw::n,throw,n,throw,the act of throwing (propelling something with a rapid movement of th...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,30,24,6,5.1094656093349755,4.14,4.04,throw [n] :: the act of throwing (propelling something with a rapid movement of th...
past::a,past,a,past,earlier than the present time; no longer current,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,26,22,4,5.092069931471814,6.78,1.7,past [a] :: earlier than the present time; no longer current
general::a,general,a,general,applying to all or most members of a category or group,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,24,21,3,5.061654399908052,8.05,1.62,general [a] :: applying to all or most members of a category or group
pass::n,pass,n,pass,(baseball) an advance to first base by a batter who receives four balls,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,63,59,4,5.033379658920669,5.39,2.71,pass [n] :: (baseball) an advance to first base by a batter who receives four balls
pass::a,pass,a,pass,of advancing the ball by throwing it,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,8,7,1,5.033379658920669,5.39,2.71,pass [a] :: of advancing the ball by throwing it
table::n,table,n,table,a set of data arranged in rows and columns,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,108,105,3,5.023261729195408,4.39,4.9,table [n] :: a set of data arranged in rows and columns
lieutenant::n,lieutenant,n,lieutenant,a commissioned military officer,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,13,12,1,5.016683229773845,9.5,4.41,lieutenant [n] :: a commissioned military officer
finish::n,finish,n,finish,a decorative texture or appearance of a surface (or the substance tha...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,38,33,5,4.9947813883260155,6.32,2.89,finish [n] :: a decorative texture or appearance of a surface (or the substance tha...
ship::n,ship,n,ship,a vessel that carries passengers or freight,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,225,223,2,4.994609220045504,5.33,4.87,ship [n] :: a vessel that carries passengers or freight
blow::v,blow,v,blow,exhale hard,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,17,16,1,4.988801782888483,4.0,3.74,blow [v] :: exhale hard
sitting::n,sitting,n,sitting,(photography) the act of assuming a certain position (as for a photog...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,25,18,7,4.974430433605013,,3.76,sitting [n] :: (photography) the act of assuming a certain position (as for a photog...
proud::a,proud,a,proud,feeling self-respect or pleasure in something by which you measure yo...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,27,23,4,4.92185499325787,5.44,2.07,proud [a] :: feeling self-respect or pleasure in something by which you measure yo...
letter::n,letter,n,letter,a written message addressed to a person or organization,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,121,117,4,4.916528673416542,4.74,4.7,letter [n] :: a written message addressed to a person or organization
judge::n,judge,n,judge,a public official authorized to decide questions brought before a cou...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,44,37,7,4.900787841420323,8.85,3.75,judge [n] :: a public official authorized to decide questions brought before a cou...
fat::a,fat,a,fat,having an (over)abundance of flesh,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,26,24,2,4.899503578832703,5.15,4.52,fat [a] :: having an (over)abundance of flesh
realize::v,realize,v,realize,be fully aware or cognizant of,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,15,12,3,4.897462364152078,8.23,2.03,realize [v] :: be fully aware or cognizant of
america::n,america,n,america,North American republic containing 50 states - 48 conterminous states...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,468,462,6,4.891171275136949,,,america [n] :: North American republic containing 50 states - 48 conterminous states...
attack::n,attack,n,attack,(military) an offensive against an enemy (using weapons),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,113,110,3,4.877745852463894,6.58,3.71,attack [n] :: (military) an offensive against an enemy (using weapons)
kick::v,kick,v,kick,drive or propel with the foot,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,6,3,3,4.865285964179945,4.06,4.33,kick [v] :: drive or propel with the foot
moved::a,moved,a,moved,being excited or provoked to the expression of an emotion,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,98,94,4,4.840469201959212,,,moved [a] :: being excited or provoked to the expression of an emotion
hat::n,hat,n,hat,headdress that protects the head from bad weather; has shaped crown a...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,61,55,6,4.8069128172203825,3.33,4.88,hat [n] :: headdress that protects the head from bad weather; has shaped crown a...
department::n,department,n,department,a specialized division of a large organization,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,58,54,4,4.804651900709333,9.84,3.3,department [n] :: a specialized division of a large organization
gay::n,gay,n,gay,someone who is sexually attracted to persons of the same sex,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,14,12,2,4.770977390123073,9.32,2.52,gay [n] :: someone who is sexually attracted to persons of the same sex
fit::v,fit,v,fit,be agreeable or acceptable to,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,13,11,2,4.759885933598698,5.74,2.7,fit [v] :: be agreeable or acceptable to
burn::n,burn,n,burn,pain that feels hot as if it were on fire,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,24,21,3,4.741620989130233,4.72,4.11,burn [n] :: pain that feels hot as if it were on fire
fresh::a,fresh,a,fresh,"recently made, produced, or harvested",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,28,27,1,4.736035131008619,6.22,1.97,"fresh [a] :: recently made, produced, or harvested"
drinking::n,drinking,n,drinking,the act of consuming liquids,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,73,71,2,4.720940150477157,,4.14,drinking [n] :: the act of consuming liquids
treat::n,treat,n,treat,something considered choice to eat,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,466,463,3,4.7145880834458085,4.61,3.79,treat [n] :: something considered choice to eat
willing::n,willing,n,willing,the act of making a choice,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,19,16,3,4.692026630737036,8.58,2.07,willing [n] :: the act of making a choice
above::a,above,a,above,appearing earlier in the same text,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,55,53,2,4.688730591286983,4.548568000000001,3.33,above [a] :: appearing earlier in the same text
search::v,search,v,search,"try to locate or discover, or try to establish the existence of",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,32,27,5,4.684179297505664,8.72,3.0,"search [v] :: try to locate or discover, or try to establish the existence of"
build::n,build,n,build,constitution of the human body,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,35,33,2,4.6815316903508455,4.45,3.71,build [n] :: constitution of the human body
shirt::n,shirt,n,shirt,a garment worn on the upper half of the body,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,27,22,5,4.6658488824363715,3.53,4.94,shirt [n] :: a garment worn on the upper half of the body
discuss::v,discuss,v,discuss,to consider or examine in speech or writing,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,25,21,4,4.659190063170479,7.89,3.17,discuss [v] :: to consider or examine in speech or writing
cook::v,cook,v,cook,prepare a hot meal,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,27,24,3,4.658257099370433,4.22,4.32,cook [v] :: prepare a hot meal
breath::n,breath,n,breath,the process of taking in and expelling air during breathing,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,27,23,4,4.652048755439813,5.81,4.36,breath [n] :: the process of taking in and expelling air during breathing
video::n,video,n,video,the visible part of a television transmission,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,29,25,4,4.615292508993928,8.06,4.67,video [n] :: the visible part of a television transmission
speed::n,speed,n,speed,distance travelled per unit time,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,110,106,4,4.615086242316147,5.11,3.62,speed [n] :: distance travelled per unit time
wash::n,wash,n,wash,a thin coat of water-base paint,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,20,18,2,4.609479685365619,4.0,4.35,wash [n] :: a thin coat of water-base paint
heat::v,heat,v,heat,make hot or hotter,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,24,22,2,4.60252745448782,5.33,3.79,heat [v] :: make hot or hotter
crowd::v,crowd,v,crowd,"cause to herd, drive, or crowd together",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,10,6,4,4.572184835190466,7.14,4.52,"crowd [v] :: cause to herd, drive, or crowd together"
fake::a,fake,a,fake,fraudulent; having a misleading appearance,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,7,4,3,4.559943871952938,5.83,1.97,fake [a] :: fraudulent; having a misleading appearance
england::n,england,n,england,a division of the United Kingdom,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,358,357,1,4.5463822192534336,,,england [n] :: a division of the United Kingdom
trade::n,trade,n,trade,the commercial exchange (buying and selling on domestic or internatio...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,289,282,7,4.546140474475745,6.42,3.08,trade [n] :: the commercial exchange (buying and selling on domestic or internatio...
fancy::a,fancy,a,fancy,not plain; decorative or ornamented,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,15,13,2,4.541765898778655,7.17,2.5,fancy [a] :: not plain; decorative or ornamented
dating::n,dating,n,dating,use of chemical analysis to estimate the age of geological specimens,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,21,17,4,4.519720846758133,,2.32,dating [n] :: use of chemical analysis to estimate the age of geological specimens
prefer::v,prefer,v,prefer,like better; value more highly,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,8,4,4,4.517143423870323,6.95,1.62,prefer [v] :: like better; value more highly
contract::n,contract,n,contract,a binding agreement between two or more persons that is enforceable b...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,113,108,5,4.509581215407254,9.21,4.15,contract [n] :: a binding agreement between two or more persons that is enforceable b...
assistant::n,assistant,n,assistant,a person who contributes to the fulfillment of a need or furtherance...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,45,40,5,4.507735955348491,8.61,4.07,assistant [n] :: a person who contributes to the fulfillment of a need or furtherance...
warning::a,warning,a,warning,serving to warn,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,14,12,2,4.504288103184736,6.11,3.21,warning [a] :: serving to warn
traffic::n,traffic,n,traffic,the aggregation of things (pedestrians or vehicles) coming and going...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,65,57,8,4.454697135466386,6.22,4.67,traffic [n] :: the aggregation of things (pedestrians or vehicles) coming and going...
source::v,source,v,source,get (a product) from another country or business,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,11,7,4,4.449593028191323,9.21,2.96,source [v] :: get (a product) from another country or business
pride::n,pride,n,pride,a feeling of self-respect and personal worth,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,24,20,4,4.441668838860245,8.95,1.66,pride [n] :: a feeling of self-respect and personal worth
joint::n,joint,n,joint,(anatomy) the point of connection between two bones or elements of a...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,168,161,7,4.439819462828265,9.05,4.37,joint [n] :: (anatomy) the point of connection between two bones or elements of a...
complicated::a,complicated,a,complicated,difficult to analyze or understand,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,30,27,3,4.433597372420248,8.39,2.21,complicated [a] :: difficult to analyze or understand
fourth::n,fourth,n,fourth,following the third position; number four in a countable series,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,90,84,6,4.422167910639466,4.676452000000001,3.39,fourth [n] :: following the third position; number four in a countable series
secure::v,secure,v,secure,get by special effort,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,27,25,2,4.385955737985022,8.42,2.69,secure [v] :: get by special effort
bride::n,bride,n,bride,Irish abbess; a patron saint of Ireland (453-523),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,23,19,4,4.3838526128972575,5.1,4.63,bride [n] :: Irish abbess; a patron saint of Ireland (453-523)
fruit::n,fruit,n,fruit,the ripened reproductive body of a seed plant,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,916,912,4,4.33676568829362,3.63,4.81,fruit [n] :: the ripened reproductive body of a seed plant
mixed::a,mixed,a,mixed,consisting of a haphazard assortment of different kinds,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,142,139,3,4.329658892732802,,3.03,mixed [a] :: consisting of a haphazard assortment of different kinds
bow::n,bow,n,bow,a knot with two loops and loose ends; used to tie shoelaces,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,47,45,2,4.3067744919373965,4.95,4.61,bow [n] :: a knot with two loops and loose ends; used to tie shoelaces
bored::a,bored,a,bored,tired of the world,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,12,10,2,4.304671366849632,6.25,2.13,bored [a] :: tired of the world
collect::v,collect,v,collect,get or gather together,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,10,8,2,4.30085988423137,5.61,3.34,collect [v] :: get or gather together
sport::n,sport,n,sport,an active diversion requiring physical exertion and competition,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,93,89,4,4.2987278500923605,5.74,3.48,sport [n] :: an active diversion requiring physical exertion and competition
recall::n,recall,n,recall,a request by the manufacturer of a defective product to return the pr...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,13,6,7,4.29356785495346,11.45,2.14,recall [n] :: a request by the manufacturer of a defective product to return the pr...
receive::v,receive,v,receive,get something; come into possession of,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,89,86,3,4.288783390639841,8.11,2.69,receive [v] :: get something; come into possession of
impressed::a,impressed,a,impressed,deeply or markedly affected or influenced,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,9,6,3,4.279946982412811,,,impressed [a] :: deeply or markedly affected or influenced
seek::v,seek,v,seek,try to get or reach,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,12,9,3,4.262645753016978,6.94,2.68,seek [v] :: try to get or reach
former::a,former,a,former,referring to the first of two things or persons mentioned (or the ear...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,23,19,4,4.26171578589096,8.44903,2.18,former [a] :: referring to the first of two things or persons mentioned (or the ear...
fifteen::n,fifteen,n,fifteen,the cardinal number that is the sum of fourteen and one,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,12,9,3,4.244142151806585,6.104490000000001,3.37,fifteen [n] :: the cardinal number that is the sum of fourteen and one
electric::a,electric,a,electric,using or providing or producing or transmitting or operated by electr...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,5,3,2,4.2338421951667735,6.36,3.56,electric [a] :: using or providing or producing or transmitting or operated by electr...
wipe::v,wipe,v,wipe,rub with a circular motion,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,8,6,2,4.227341407969172,4.83,4.0,wipe [v] :: rub with a circular motion
youth::n,youth,n,youth,a young person (especially a young man or boy),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,20,17,3,4.225827305975702,6.89,3.28,youth [n] :: a young person (especially a young man or boy)
grass::n,grass,n,grass,German writer of novels and poetry and plays (born 1927),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,324,320,4,4.224814964067658,3.94,4.93,grass [n] :: German writer of novels and poetry and plays (born 1927)
network::n,network,n,network,an interconnected system of things or people,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,103,100,3,4.218176588770115,10.94,3.2,network [n] :: an interconnected system of things or people
crystal::n,crystal,n,crystal,a solid formed by the solidification of a chemical and having a highl...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,51,43,8,4.207761353841576,7.78,4.58,crystal [n] :: a solid formed by the solidification of a chemical and having a highl...
vietnam::n,vietnam,n,vietnam,a communist state in Indochina on the South China Sea; achieved indep...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,23,19,4,4.204587445815783,,,vietnam [n] :: a communist state in Indochina on the South China Sea; achieved indep...
sin::n,sin,n,sin,(Akkadian) god of the Moon; counterpart of Sumerian Nanna,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,23,19,4,4.202458547033661,6.74,1.85,sin [n] :: (Akkadian) god of the Moon; counterpart of Sumerian Nanna
rocky::a,rocky,a,rocky,abounding in rocks or stones,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,70,69,1,4.199245502919046,,4.17,rocky [a] :: abounding in rocks or stones
marine::n,marine,n,marine,a member of the United States Marine Corps,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,360,359,1,4.148563032527343,9.8,4.25,marine [n] :: a member of the United States Marine Corps
muscle::n,muscle,n,muscle,one of the contractile organs of the body,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,207,204,3,4.133818946734574,8.45,4.5,muscle [n] :: one of the contractile organs of the body
penis::n,penis,n,penis,the male sex organ,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,52,50,2,4.127524713636886,8.53,5.0,penis [n] :: the male sex organ
minor::v,minor,v,minor,have as one's secondary field of study,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,12,10,2,4.108075442136243,9.11,2.61,minor [v] :: have as one's secondary field of study
nap::n,nap,n,nap,a period of time spent sleeping,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,16,12,4,4.102066660139544,2.53,4.03,nap [n] :: a period of time spent sleeping
catholic::n,catholic,n,catholic,a member of a Catholic church,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,32,31,1,4.09597357447981,7.84,2.93,catholic [n] :: a member of a Catholic church
permanent::n,permanent,n,permanent,a series of waves in the hair made by applying heat and chemicals,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,80,77,3,4.084225831642714,7.75,2.76,permanent [n] :: a series of waves in the hair made by applying heat and chemicals
feeding::n,feeding,n,feeding,the act of consuming food,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,100,97,3,4.069985392528103,,4.15,feeding [n] :: the act of consuming food
returning::a,returning,a,returning,tending to return to an earlier state,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,21,19,2,4.063421623025715,,,returning [a] :: tending to return to an earlier state
studied::a,studied,a,studied,produced or marked by conscious design or premeditation,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,107,104,3,4.053761980564989,,2.46,studied [a] :: produced or marked by conscious design or premeditation
disturb::v,disturb,v,disturb,move deeply,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,22,20,2,4.045417201037367,8.22,3.04,disturb [v] :: move deeply
assistance::n,assistance,n,assistance,the activity of contributing to the fulfillment of a need or furthera...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,59,52,7,4.0392459500308835,8.84,2.25,assistance [n] :: the activity of contributing to the fulfillment of a need or furthera...
stubborn::a,stubborn,a,stubborn,tenaciously unwilling or marked by tenacious unwillingness to yield,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,21,16,5,4.036127125267136,7.17,2.18,stubborn [a] :: tenaciously unwilling or marked by tenacious unwillingness to yield
proved::a,proved,a,proved,established beyond doubt,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,33,31,2,4.032196831638704,,2.5,proved [a] :: established beyond doubt
rod::n,rod,n,rod,a long thin implement made of metal or wood,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,56,54,2,4.0306147006288295,7.42,4.43,rod [n] :: a long thin implement made of metal or wood
roman::n,roman,n,roman,a resident of modern Rome,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,137,134,3,4.020187924165688,9.52,3.33,roman [n] :: a resident of modern Rome
massive::a,massive,a,massive,imposing in size or bulk or solidity,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,62,59,3,3.9985519244812187,9.11,3.21,massive [a] :: imposing in size or bulk or solidity
pace::n,pace,n,pace,the rate of moving (especially walking or running),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,18,14,4,3.98114300126808,8.21,3.11,pace [n] :: the rate of moving (especially walking or running)
burnt::a,burnt,a,burnt,ruined by overcooking,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,7,6,1,3.98114300126808,,3.93,burnt [a] :: ruined by overcooking
bearing::a,bearing,a,bearing,(of a structural member) withstanding a weight or strain,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,56,55,1,3.9793631033590944,,2.82,bearing [a] :: (of a structural member) withstanding a weight or strain
independent::a,independent,a,independent,free from external control and constraint,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,15,12,3,3.9712620387565787,9.28,2.04,independent [a] :: free from external control and constraint
